disease	feature	k	estimate	se	p	I2	padj
IBS-D	g__Solobacterium	2	0.18857778630949393	0.28863675760060625	0.5135374519141176	0	0.9025809760914794
IBS-D	g__Porphyromonas	2	-0.8298538256582613	1.3288935845882546	0.5323191397924373	82.5619863441677	0.9080738267047459
IBS-D	g__Alysiella	2	-0.4099337747976941	0.6953571504332039	0.5555059152054749	76.592347898948	0.9205526594833584
IBS-D	g__Fusobacterium	2	-0.41284729336787435	0.7422366546748529	0.5780600805331682	68.82432454697344	0.9313190186367709
IBS-D	g__Tannerella	2	0.32785586562057994	0.6302166154348032	0.6029051847992886	0	0.9450946140096955
IBS-D	g__Butyrivibrio	2	-0.24445045845179394	0.5186826908811711	0.6374329770670794	0	0.9479772479459129
IBS-D	g__RF39	2	0.4146346161157546	0.8595609020609071	0.6295363333202155	49.390503868445386	0.9479772479459129
IBS-D	Unclassified_NA.2	2	0.13827558394793676	0.3085804531990068	0.6540794310424479	0	0.9484151750115495
IBS-D	g__Campylobacter	2	-0.8091232585582613	1.931937927625869	0.6753518426076301	94.62678061471948	0.950650421601873
IBS-D	g__Family_XIII_UCG.001	2	-0.14522080619014655	0.3621244546776479	0.6884020294358391	0	0.950650421601873
GERD	g__.Ruminococcus._torques_group	2	0.3642515042278987	0.29487488949524765	0.21672826919136767	0	0.9552097790286205
GERD	g__Defluviitaleaceae_UCG.011	3	-0.26865046242907203	0.19950831190364204	0.17812109582116897	0	0.9552097790286205
GERD	g__Dialister	4	0.3602780932303113	0.2753678931679963	0.19075399519258004	0	0.9552097790286205
GERD	g__Megasphaera	4	0.3610699316471947	0.27846465372097096	0.19475319991938803	0	0.9552097790286205
GERD	g__Neisseria	4	-0.4397999323811239	0.3509529229618462	0.21014772496477827	7.587343610112033	0.9552097790286205
